"module name","license","repository"
"babel-helper-get-function-arity@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-get-function-arity"
"babel-helper-hoist-variables@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-hoist-variables"
"babel-helper-is-nodes-equiv@0.0.1","MIT","https://github.com/babel/babili/tree/master/packages/babel-helper-is-nodes-equiv"
"babel-helper-is-void-0@0.4.3","MIT","https://github.com/babel/minify/tree/master/packages/babel-helper-is-void-0"
"babel-helper-mark-eval-scopes@0.4.3","MIT","https://github.com/babel/minify/tree/master/packages/babel-helper-mark-eval-scopes"
"babel-helper-optimise-call-expression@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-optimise-call-expression"
"babel-helper-regex@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-regex"
"babel-helper-remap-async-to-generator@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-remap-async-to-generator"
"babel-helper-remove-or-void@0.4.3","MIT","https://github.com/babel/minify/tree/master/packages/babel-helper-remove-or-void"
"babel-helper-replace-supers@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-replace-supers"
"babel-helper-to-multiple-sequence-expressions@0.5.0","MIT","https://github.com/babel/minify/tree/master/packages/babel-helper-to-multiple-sequence-expressions"
"babel-helpers@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helpers"
"babel-jest@23.6.0","MIT","https://github.com/facebook/jest"
"babel-loader@7.1.5","MIT","https://github.com/babel/babel-loader"
"babel-messages@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-messages"
"babel-plugin-add-react-displayname@0.0.5","MIT","https://github.com/opbeat/babel-plugin-add-react-displayname"
"babel-plugin-check-es2015-constants@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-check-es2015-constants"
"babel-plugin-dynamic-import-node@2.2.0","MIT","https://github.com/airbnb/babel-plugin-dynamic-import-node"
"babel-plugin-emotion@10.0.9","MIT","https://github.com/emotion-js/emotion/tree/master/packages/babel-plugin-emotion"
"babel-plugin-import@1.9.1","MIT","https://github.com/ant-design/babel-plugin-import"
"babel-plugin-istanbul@4.1.6","BSD-3-Clause","https://github.com/istanbuljs/babel-plugin-istanbul"
"babel-plugin-jest-hoist@23.2.0","MIT","https://github.com/facebook/jest"
"babel-plugin-macros@2.5.1","MIT","https://github.com/kentcdodds/babel-plugin-macros"
"babel-plugin-minify-builtins@0.5.0","MIT","https://github.com/babel/minify/tree/master/packages/babel-plugin-minify-builtins"
"babel-plugin-minify-constant-folding@0.5.0","MIT","https://github.com/babel/minify/tree/master/packages/babel-plugin-minify-constant-folding"
"babel-plugin-minify-dead-code-elimination@0.5.0","MIT","https://github.com/babel/minify/tree/master/packages/babel-plugin-minify-dead-code-elimination"
"babel-plugin-minify-flip-comparisons@0.4.3","MIT","https://github.com/babel/minify/tree/master/packages/babel-plugin-minify-flip-comparisons"
"babel-plugin-minify-guarded-expressions@0.4.3","MIT","https://github.com/babel/minify/tree/master/packages/babel-plugin-minify-guarded-expressions"
"babel-plugin-minify-infinity@0.4.3","MIT","https://github.com/babel/minify/tree/master/packages/babel-plugin-minify-infinity"
"babel-plugin-minify-mangle-names@0.5.0","MIT","https://github.com/babel/minify/tree/master/packages/babel-plugin-minify-mangle-names"
"babel-plugin-minify-numeric-literals@0.4.3","MIT","https://github.com/babel/minify/tree/master/packages/babel-plugin-minify-numeric-literals"
"babel-plugin-minify-replace@0.5.0","MIT","https://github.com/babel/minify/tree/master/packages/babel-plugin-minify-replace"
"babel-plugin-minify-simplify@0.5.0","MIT","https://github.com/babel/minify/tree/master/packages/babel-plugin-minify-simplify"
"babel-plugin-minify-type-constructors@0.4.3","MIT","https://github.com/babel/minify/tree/master/packages/babel-plugin-minify-type-constructors"
"babel-plugin-named-asset-import@0.3.2","MIT","https://github.com/facebook/create-react-app"
"babel-plugin-react-docgen@3.1.0","MIT","https://github.com/storybooks/babel-plugin-react-docgen"
"babel-plugin-syntax-async-functions@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-async-functions"
"babel-plugin-syntax-async-generators@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-async-generators"
"babel-plugin-syntax-class-constructor-call@6.18.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-class-constructor-call"
"babel-plugin-syntax-class-properties@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-class-properties"
"babel-plugin-syntax-decorators@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-decorators"
"babel-plugin-syntax-do-expressions@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-do-expressions"
"babel-plugin-syntax-dynamic-import@6.18.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-dynamic-import"
"babel-plugin-syntax-exponentiation-operator@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-exponentation-operator"
"babel-plugin-syntax-export-extensions@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-export-extensions"
"babel-plugin-syntax-flow@6.18.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-flow"
"babel-plugin-syntax-function-bind@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-function-bind"
"babel-plugin-syntax-jsx@6.18.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-jsx"
"babel-plugin-syntax-object-rest-spread@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-object-rest-spread"
"babel-plugin-syntax-trailing-function-commas@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-trailing-function-commas"
"babel-plugin-transform-async-generator-functions@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-async-generator-functions"
"babel-plugin-transform-async-to-generator@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-async-to-generator"
"babel-plugin-transform-class-constructor-call@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-class-constructor-call"
"babel-plugin-transform-class-properties@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-class-properties"
"babel-plugin-transform-decorators-legacy@1.3.5","MIT","https://github.com/loganfsmyth/babel-plugin-transform-decorators-legacy"
"babel-plugin-transform-decorators@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-decorators"
"babel-plugin-transform-do-expressions@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-do-expressions"
"babel-plugin-transform-es2015-arrow-functions@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-arrow-functions"
"babel-plugin-transform-es2015-block-scoped-functions@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-block-scoped-functions"
"babel-plugin-transform-es2015-block-scoping@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-block-scoping"
"babel-plugin-transform-es2015-classes@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-classes"
"babel-plugin-transform-es2015-computed-properties@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-computed-properties"
"babel-plugin-transform-es2015-destructuring@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-destructuring"
"babel-plugin-transform-es2015-duplicate-keys@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-duplicate-keys"
"babel-plugin-transform-es2015-for-of@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-for-of"
"babel-plugin-transform-es2015-function-name@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-function-name"
"babel-plugin-transform-es2015-literals@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-literals"
"babel-plugin-transform-es2015-modules-amd@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-amd"
"babel-plugin-transform-es2015-modules-commonjs@6.26.2","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-commonjs"
"babel-plugin-transform-es2015-modules-systemjs@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-systemjs"
"babel-plugin-transform-es2015-modules-umd@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-umd"
"babel-plugin-transform-es2015-object-super@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-object-super"
"babel-plugin-transform-es2015-parameters@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-parameters"
"babel-plugin-transform-es2015-shorthand-properties@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-shorthand-properties"
"babel-plugin-transform-es2015-spread@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-spread"
"babel-plugin-transform-es2015-sticky-regex@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-sticky-regex"
"babel-plugin-transform-es2015-template-literals@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-template-literals"
"babel-plugin-transform-es2015-typeof-symbol@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-typeof-symbol"
"babel-plugin-transform-es2015-unicode-regex@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-unicode-regex"
"babel-plugin-transform-exponentiation-operator@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-exponentiation-operator"
"babel-plugin-transform-export-extensions@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-export-extensions"
"babel-plugin-transform-flow-strip-types@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-flow-strip-types"
"babel-plugin-transform-function-bind@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-function-bind"
"babel-plugin-transform-inline-consecutive-adds@0.4.3","MIT","https://github.com/babel/minify/tree/master/packages/babel-plugin-transform-inline-consecutive-adds"
"babel-plugin-transform-member-expression-literals@6.9.4","MIT","https://github.com/babel/minify/tree/master/packages/babel-plugin-transform-member-expression-literals"
"babel-plugin-transform-merge-sibling-variables@6.9.4","MIT","https://github.com/babel/minify/tree/master/packages/babel-plugin-transform-merge-sibling-variables"
"babel-plugin-transform-minify-booleans@6.9.4","MIT","https://github.com/babel/minify/tree/master/packages/babel-plugin-transform-minify-booleans"
"babel-plugin-transform-object-assign@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-object-assign"
"babel-plugin-transform-object-rest-spread@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-object-rest-spread"
"babel-plugin-transform-property-literals@6.9.4","MIT","https://github.com/babel/minify/tree/master/packages/babel-plugin-transform-property-literals"
"babel-plugin-transform-react-constant-elements@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-constant-elements"
"babel-plugin-transform-react-display-name@6.25.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-display-name"
"babel-plugin-transform-react-jsx-self@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-jsx-self"
"babel-plugin-transform-react-jsx-source@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-jsx-source"
"babel-plugin-transform-react-jsx@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-jsx"
"babel-plugin-transform-react-remove-prop-types@0.4.24","MIT","https://github.com/oliviertassinari/babel-plugin-transform-react-remove-prop-types"
"babel-plugin-transform-regenerator@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-regenerator"
"babel-plugin-transform-regexp-constructors@0.4.3","MIT","https://github.com/babel/minify/tree/master/packages/babel-plugin-transform-regexp-constructors"
"babel-plugin-transform-remove-console@6.9.4","MIT","https://github.com/babel/minify/tree/master/packages/babel-plugin-transform-remove-console"
"babel-plugin-transform-remove-debugger@6.9.4","MIT","https://github.com/babel/minify/tree/master/packages/babel-plugin-transform-remove-debugger"
"babel-plugin-transform-remove-undefined@0.5.0","MIT","https://github.com/babel/minify/tree/master/packages/babel-plugin-transform-remove-undefined"
"babel-plugin-transform-runtime@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-runtime"
"babel-plugin-transform-simplify-comparison-operators@6.9.4","MIT","https://github.com/babel/minify/tree/master/packages/babel-plugin-transform-simplify-comparison-operators"
"babel-plugin-transform-strict-mode@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-strict-mode"
"babel-plugin-transform-undefined-to-void@6.9.4","MIT","https://github.com/babel/minify/tree/master/packages/babel-plugin-transform-undefined-to-void"
"babel-polyfill@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-polyfill"
"babel-preset-env@1.6.1","MIT","https://github.com/babel/babel-preset-env"
"babel-preset-es2015@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-es2015"
"babel-preset-flow@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-flow"
"babel-preset-jest@23.2.0","MIT","https://github.com/facebook/jest"
"babel-preset-minify@0.5.0","MIT","https://github.com/babel/minify/tree/master/packages/babel-preset-minify"
"babel-preset-react-app@3.1.2","MIT","https://github.com/facebookincubator/create-react-app"
"babel-preset-react@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-react"
"babel-preset-stage-0@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-stage-0"
"babel-preset-stage-1@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-stage-1"
"babel-preset-stage-2@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-stage-2"
"babel-preset-stage-3@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-stage-3"
"babel-register@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-register"
"babel-runtime@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-runtime"
"babel-standalone@6.26.0","MIT","https://github.com/Daniel15/babel-standalone"
"babel-template@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-template"
"babel-traverse@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-traverse"
"babel-types@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-types"
"babylon@6.18.0","MIT","https://github.com/babel/babylon"
"bail@1.0.4","MIT","https://github.com/wooorm/bail"
"balanced-match@0.4.2","MIT","https://github.com/juliangruber/balanced-match"
"base16@1.0.0","MIT","https://github.com/gaearon/base16-js"
"base64-js@1.3.0","MIT","https://github.com/beatgammit/base64-js"
"base@0.11.2","MIT","https://github.com/node-base/base"
"batch@0.6.1","MIT","https://github.com/visionmedia/batch"
"bcrypt-pbkdf@1.0.1","BSD-3-Clause",""
"bfj@6.1.1","MIT","git+https://gitlab.com/philbooth/bfj"
"big.js@3.2.0","MIT","https://github.com/MikeMcl/big.js"
"binary-extensions@1.11.0","MIT","https://github.com/sindresorhus/binary-extensions"
"block-stream@0.0.9","ISC","https://github.com/isaacs/block-stream"
"bluebird@3.5.2","MIT","https://github.com/petkaantonov/bluebird"
"bn.js@4.11.8","MIT","https://github.com/indutny/bn.js"
"body-parser@1.18.2","MIT","https://github.com/expressjs/body-parser"
"bonjour@3.5.0","MIT","https://github.com/watson/bonjour"
"boolbase@1.0.0","ISC","https://github.com/fb55/boolbase"
"bowser@1.9.4","MIT","https://github.com/ded/bowser"
"boxen@3.2.0","MIT","https://github.com/sindresorhus/boxen"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"brace@0.11.1","MIT","https://github.com/thlorenz/brace"
"braces@2.3.2","MIT","https://github.com/micromatch/braces"
"brcast@3.0.1","MIT","https://github.com/vesparny/brcast"
"brorand@1.1.0","MIT","https://github.com/indutny/brorand"
"browser-process-hrtime@0.1.3","BSD-2-Clause","https://github.com/kumavis/browser-process-hrtime"
"browser-resolve@1.11.3","MIT","https://github.com/shtylman/node-browser-resolve"
"browserify-aes@1.2.0","MIT","https://github.com/crypto-browserify/browserify-aes"
"browserify-cipher@1.0.1","MIT","https://github.com/crypto-browserify/browserify-cipher"
"browserify-des@1.0.1","MIT","https://github.com/crypto-browserify/browserify-des"
"browserify-rsa@4.0.1","MIT","https://github.com/crypto-browserify/browserify-rsa"
"browserify-sign@4.0.4","ISC","https://github.com/crypto-browserify/browserify-sign"
"browserify-zlib@0.2.0","MIT","https://github.com/devongovett/browserify-zlib"
"browserslist@4.2.0","MIT","https://github.com/browserslist/browserslist"
"bser@2.0.0","Apache-2.0","https://github.com/facebook/watchman"
"buffer-from@1.1.0","MIT","https://github.com/LinusU/buffer-from"
"buffer-indexof@1.1.1","MIT","https://github.com/soldair/node-buffer-indexof"
"buffer-xor@1.0.3","MIT","https://github.com/crypto-browserify/buffer-xor"
"buffer@5.4.3","MIT","https://github.com/feross/buffer"
"builtin-modules@1.1.1","MIT","https://github.com/sindresorhus/builtin-modules"
"builtin-status-codes@3.0.0","MIT","https://github.com/bendrucker/builtin-status-codes"
"bytes@3.0.0","MIT","https://github.com/visionmedia/bytes.js"
"cacache@11.3.2","ISC","https://github.com/zkat/cacache"
"cache-base@1.0.1","MIT","https://github.com/jonschlinkert/cache-base"
"call-me-maybe@1.0.1","MIT","https://github.com/limulus/call-me-maybe"
"caller-callsite@2.0.0","MIT","https://github.com/sindresorhus/caller-callsite"
"caller-path@0.1.0","MIT","https://github.com/sindresorhus/caller-path"
"callsites@2.0.0","MIT","https://github.com/sindresorhus/callsites"
"camel-case@3.0.0","MIT","https://github.com/blakeembrey/camel-case"
"camelcase-keys@2.1.0","MIT","https://github.com/sindresorhus/camelcase-keys"
"camelcase@3.0.0","MIT","https://github.com/sindresorhus/camelcase"
"can-use-dom@0.1.0","MIT","https://github.com/akiran/can-use-dom"
"caniuse-api@3.0.0","MIT","https://github.com/nyalab/caniuse-api"
"caniuse-db@1.0.30000847","CC-BY-4.0","https://github.com/Fyrd/caniuse"
"caniuse-lite@1.0.30000967","CC-BY-4.0","https://github.com/ben-eb/caniuse-lite"
"capture-exit@1.2.0","ISC","https://github.com/stefanpenner/capture-exit"
"capture-stack-trace@1.0.0","MIT","https://github.com/floatdrop/capture-stack-trace"
"case-sensitive-paths-webpack-plugin@2.1.1","MIT","https://github.com/Urthen/case-sensitive-paths-webpack-plugin"
"caseless@0.12.0","Apache-2.0","https://github.com/mikeal/caseless"
"ccount@1.0.4","MIT","https://github.com/wooorm/ccount"
"center-align@0.1.3","MIT","https://github.com/jonschlinkert/center-align"
"chai@4.2.0","MIT","https://github.com/chaijs/chai"
"chalk@1.1.3","MIT","https://github.com/chalk/chalk"
"change-emitter@0.1.6","MIT","https://github.com/acdlite/change-emitter"
"character-entities-legacy@1.1.3","MIT","https://github.com/wooorm/character-entities-legacy"
"character-entities@1.2.3","MIT","https://github.com/wooorm/character-entities"
"character-reference-invalid@1.1.3","MIT","https://github.com/wooorm/character-reference-invalid"
"chardet@0.7.0","MIT","https://github.com/runk/node-chardet"
"check-error@1.0.2","MIT","https://github.com/chaijs/check-error"
"check-types@7.4.0","MIT","git+https://gitlab.com/philbooth/check-types.js"
"cheerio@1.0.0-rc.2","MIT","https://github.com/cheeriojs/cheerio"
"child-process-promise@2.2.1","MIT","https://github.com/patrick-steele-idem/child-process-promise"
"chokidar@1.7.0","MIT","https://github.com/paulmillr/chokidar"
"chownr@1.0.1","ISC","https://github.com/isaacs/chownr"
"chrome-trace-event@1.0.0","MIT","github.com:samccone/chrome-trace-event"
"ci-info@1.1.3","MIT","https://github.com/watson/ci-info"
"cipher-base@1.0.4","MIT","https://github.com/crypto-browserify/cipher-base"
"circular-json@0.3.3","MIT","https://github.com/WebReflection/circular-json"
"clap@1.2.3","MIT","https://github.com/lahmatiy/clap"
"class-utils@0.3.6","MIT","https://github.com/jonschlinkert/class-utils"
"classnames@2.2.6","MIT","https://github.com/JedWatson/classnames"
"clean-css@4.1.11","MIT","https://github.com/jakubpawlowicz/clean-css"
"cli-boxes@1.0.0","MIT","https://github.com/sindresorhus/cli-boxes"
"cli-cursor@2.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-table3@0.5.1","MIT","https://github.com/cli-table/cli-table3"
"cli-width@2.2.0","ISC","https://github.com/knownasilya/cli-width"
"clipboard@2.0.4","MIT","https://github.com/zenorocha/clipboard.js"
"cliui@4.1.0","ISC","https://github.com/yargs/cliui"
"clone-deep@2.0.2","MIT","https://github.com/jonschlinkert/clone-deep"
"clone@2.1.2","MIT","https://github.com/pvorb/node-clone"
"clsx@1.0.4","MIT","https://github.com/lukeed/clsx"
"co@4.6.0","MIT","https://github.com/tj/co"
"coa@2.0.2","MIT","https://github.com/veged/coa"
"code-point-at@1.1.0","MIT","https://github.com/sindresorhus/code-point-at"
"collection-visit@1.0.0","MIT","https://github.com/jonschlinkert/collection-visit"
"color-convert@1.9.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-string@0.3.0","MIT","https://github.com/harthur/color-string"
"color@0.11.4","MIT","https://github.com/Qix-/color"
"colormin@1.1.2","MIT","https://github.com/ben-eb/colormin"
"colors@1.1.2","MIT","https://github.com/Marak/colors.js"
"combined-stream@1.0.7","MIT","https://github.com/felixge/node-combined-stream"
"combokeys@3.0.0","Apache*","https://github.com/PolicyStat/combokeys"
"comma-separated-tokens@1.0.6","MIT","https://github.com/wooorm/comma-separated-tokens"
"commander@2.20.0","MIT","https://github.com/tj/commander.js"
"common-tags@1.8.0","MIT","https://github.com/declandewet/common-tags"
"commondir@1.0.1","MIT","https://github.com/substack/node-commondir"
"component-emitter@1.2.1","MIT","https://github.com/component/emitter"
"compressible@2.0.13","MIT","https://github.com/jshttp/compressible"
"compression@1.7.2","MIT","https://github.com/expressjs/compression"
"computed-style@0.1.4","MIT","https://github.com/twolfson/computedStyle"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"concat-stream@1.6.2","MIT","https://github.com/maxogden/concat-stream"
"config-chain@1.1.12","MIT","https://github.com/dominictarr/config-chain"
"config@1.31.0","MIT","https://github.com/lorenwest/node-config"
"configstore@3.1.2","BSD-2-Clause","https://github.com/yeoman/configstore"
"connect-history-api-fallback@1.5.0","MIT","https://github.com/bripkens/connect-history-api-fallback"
"connect@3.7.0","MIT","https://github.com/senchalabs/connect"
"console-browserify@1.1.0","MIT","https://github.com/Raynos/console-browserify"
"console-control-strings@1.1.0","ISC","https://github.com/iarna/console-control-strings"
"consolidated-events@2.0.2","MIT","https://github.com/lencioni/consolidated-events"
"constants-browserify@1.0.0","MIT","https://github.com/juliangruber/constants-browserify"
"consumable-stream@1.0.0","MIT","https://github.com/SocketCluster/consumable-stream"
"contains-path@0.1.0","MIT","https://github.com/jonschlinkert/contains-path"
"content-disposition@0.5.2","MIT","https://github.com/jshttp/content-disposition"
"content-type@1.0.4","MIT","https://github.com/jshttp/content-type"
"convert-source-map@1.6.0","MIT","https://github.com/thlorenz/convert-source-map"
"cookie-signature@1.0.6","MIT","https://github.com/visionmedia/node-cookie-signature"
"cookie@0.3.1","MIT","https://github.com/jshttp/cookie"
"copy-concurrently@1.0.5","ISC","https://github.com/npm/copy-concurrently"
"copy-descriptor@0.1.1","MIT","https://github.com/jonschlinkert/copy-descriptor"
"copy-to-clipboard@3.2.0","MIT","https://github.com/sudodoki/copy-to-clipboard"
"core-js-compat@3.0.1","MIT","https://github.com/zloirock/core-js"
"core-js-pure@3.1.3","MIT","https://github.com/zloirock/core-js"
"core-js@3.1.3","MIT","https://github.com/zloirock/core-js"
"core-util-is@1.0.2","MIT","https://github.com/isaacs/core-util-is"
"cosmiconfig@5.2.1","MIT","https://github.com/davidtheclark/cosmiconfig"
"create-ecdh@4.0.3","MIT","https://github.com/crypto-browserify/createECDH"
"create-emotion@9.2.12","MIT","https://github.com/emotion-js/emotion/tree/master/packages/create-emotion"
"create-error-class@3.0.2","MIT","https://github.com/floatdrop/create-error-class"
"create-hash@1.2.0","MIT","https://github.com/crypto-browserify/createHash"
"create-hmac@1.1.7","MIT","https://github.com/crypto-browserify/createHmac"
"create-react-class@15.6.3","MIT","https://github.com/facebook/react"
"cross-spawn@6.0.5","MIT","https://github.com/moxystudio/node-cross-spawn"
"crypto-browserify@3.12.0","MIT","https://github.com/crypto-browserify/crypto-browserify"
"crypto-js@3.1.9-1","MIT","https://github.com/brix/crypto-js"
"crypto-random-string@1.0.0","MIT","https://github.com/sindresorhus/crypto-random-string"
"css-box-model@1.1.3","MIT","https://github.com/alexreardon/css-box-model"
"css-color-names@0.0.4","MIT","https://github.com/bahamas10/css-color-names"
"css-declaration-sorter@4.0.1","MIT","https://github.com/Siilwyn/css-declaration-sorter"
"css-in-js-utils@2.0.1","MIT","https://github.com/rofrischmann/css-in-js-utils"
"css-loader@0.28.7","MIT","https://github.com/webpack/css-loader"
"css-select-base-adapter@0.1.1","MIT","https://github.com/nrkn/css-select-base-adapter"
"css-select@1.2.0","BSD*","https://github.com/fb55/css-select"
"css-selector-tokenizer@0.7.0","MIT","https://github.com/css-modules/css-selector-tokenizer"
"css-tree@1.0.0-alpha.28","MIT","https://github.com/csstree/csstree"
"css-unit-converter@1.1.1","MIT","https://github.com/andyjansson/css-unit-converter"
"css-url-regex@1.1.0","MIT","https://github.com/johnotander/css-url-regex"
"css-vendor@0.3.8","MIT","https://github.com/cssinjs/css-vendor"
"css-what@2.1.0","BSD*","https://github.com/fb55/css-what"
"cssesc@0.1.0","MIT","https://github.com/mathiasbynens/cssesc"
"cssnano-preset-default@4.0.2","MIT","https://github.com/cssnano/cssnano"
"cssnano-util-get-arguments@4.0.0","MIT","https://github.com/cssnano/cssnano"
"cssnano-util-get-match@4.0.0","MIT","https://github.com/cssnano/cssnano"
"cssnano-util-raw-cache@4.0.1","MIT","https://github.com/cssnano/cssnano"
"cssnano-util-same-parent@4.0.1","MIT","https://github.com/cssnano/cssnano"
"cssnano@3.10.0","MIT","https://github.com/ben-eb/cssnano"
"csso@3.5.1","MIT","https://github.com/css/csso"
"cssom@0.3.2","MIT","https://github.com/NV/CSSOM"
"cssstyle@1.1.1","MIT","https://github.com/jsakas/CSSStyleDeclaration"
"csstype@2.6.4","MIT","https://github.com/frenic/csstype"
"currently-unhandled@0.4.1","MIT","https://github.com/jamestalmage/currently-unhandled"
"cyclist@0.2.2","MIT*","https://github.com/mafintosh/cyclist"
"damerau-levenshtein@1.0.4","BSD-2-Clause","https://github.com/lzrski/node-damerau-levenshtein"
"dashdash@1.14.1","MIT","https://github.com/trentm/node-dashdash"
"data-urls@1.1.0","MIT","https://github.com/jsdom/data-urls"
"date-now@0.1.4","MIT","https://github.com/Colingo/date-now"
"debounce@1.2.0","MIT","https://github.com/component/debounce"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"decamelize@1.2.0","MIT","https://github.com/sindresorhus/decamelize"
"decode-uri-component@0.2.0","MIT","https://github.com/SamVerschueren/decode-uri-component"
"deep-eql@3.0.1","MIT","https://github.com/chaijs/deep-eql"
